relation	concept	shortname-activity	longname-activity
usedfor	bowl	make salsa	make tomatillo salsa in a crockpot
usedfor	bowl	make salt	make aromatherapy bath salts
usedfor	bowl	make salt	make spice salt
usedfor	bowl	make samosa	make samosas
usedfor	bowl	make sandwich	make a cheese and garlic sandwich
usedfor	bowl	make sandwich	make a healthier tuna salad sandwich
usedfor	bowl	make sandwich	make a tuna sandwich
usedfor	bowl	make sandwich	make an egg salad sandwich
usedfor	bowl	make sangria	make alcohol free sangria
usedfor	bowl	make sauce	make buffalo sauce
usedfor	bowl	make sauce	make raspberry sauce from frozen raspberries
usedfor	bowl	make sauce	make thousand island sauce at home
usedfor	bowl	make sausage	make italian sausage
usedfor	bowl	make scallop	make scallops with garlic and lemon
usedfor	bowl	make scone	make chocolate scones
usedfor	bowl	make scrub	make a ginger cinnamon scrub
usedfor	bowl	make scrub	make a honey lip scrub
usedfor	bowl	make scrub	make a porridge facial scrub
usedfor	bowl	make scrub	make a sugar scrub
usedfor	bowl	make scrub	make an indian spice and yogurt scrub
usedfor	bowl	make scrub	make an orange body scrub
usedfor	bowl	make scrub	make honey lip scrub
usedfor	bowl	make scrub	make lemon and apple iced scrub
usedfor	bowl	make scrub	make lip scrub
usedfor	bowl	make seasoning	make popcorn seasoning
usedfor	bowl	make shape	make chocolate shapes
usedfor	bowl	make sherbet	make watermelon sherbet
usedfor	bowl	make shortcake	3 ingredient quick strawberry shortcake
usedfor	bowl	make shortcake	make a shortcut strawberry shortcake
usedfor	bowl	make shot	make caffeine jello shots
usedfor	bowl	make shot	make watermelon jello shots
usedfor	bowl	make slime	make slime without borax
usedfor	bowl	make snack	make a buttered jasmine rice snack
usedfor	bowl	make snack	make baked chickpea or garbanzo snacks
usedfor	bowl	make soap	make soap for mothers%27 day
usedfor	bowl	make solution	make  bubble solution
usedfor	bowl	make solution	make bubble soap out of household items
usedfor	bowl	make solution	make bubble solution
usedfor	bowl	make souffle	make apple souffle
usedfor	bowl	make soup	make a corned beef soup
usedfor	bowl	make soup	make beef and barley soup
usedfor	bowl	make soup	make hungarian fisherman%e2%80%99s soup
usedfor	bowl	make sourdough bread	make pumpernickel sourdough bread
usedfor	bowl	make sparkling wine	make raspberry and thyme sparkling wine
usedfor	bowl	make spray	make a chilli pepper garden spray
usedfor	bowl	make spray	make a hair softening spray
usedfor	bowl	make spray	make a tabasco plant spray
usedfor	bowl	make spread	make banana spread
usedfor	bowl	make spread	make tofu ginger spread
usedfor	bowl	make steam engine	make a steam engine
usedfor	bowl	make stew	make stew in runescape
usedfor	bowl	make stew	make stew in runescape
usedfor	bowl	make stick	make cocoa sticks
usedfor	bowl	make stick	make crispy parmesan asparagus sticks
usedfor	bowl	make stick	make frozen oreo cream sticks
usedfor	bowl	make stratum	make breakfast strata
usedfor	bowl	make strawberry	make coconut strawberries
usedfor	bowl	make stuffing	make bread stuffing
usedfor	bowl	make stuffing	make potato stuffing
usedfor	bowl	make sundae	make a healthy sundae
usedfor	bowl	make sundae	make a rolo sundae
usedfor	bowl	make sundae	make a sundae
usedfor	bowl	make sunscreen	make a shimmering bronzer sunscreen
usedfor	bowl	make sweet potato	make jamaican style baked sweet potatoes
usedfor	bowl	make swordfish	make swordfish with tuna sashimi and a mango salsa
usedfor	bowl	make syrup	make lemon syrup
usedfor	bowl	make tapioca	make fairy cream tapioca
usedfor	bowl	make tapioca	make rhubarb tapioca
usedfor	bowl	make tart	make an easy peach tart
usedfor	bowl	make ticket	make scratch tickets
usedfor	bowl	make tomato	make stewed tomatoes
usedfor	bowl	make tostada	make a tostada
usedfor	bowl	make treat	a healthy and tasty blueberry treat
usedfor	bowl	make treat	make a healthy blueberry treat
usedfor	bowl	make treat	make a peanut butter and chocolate syrup treat
usedfor	bowl	make treat	make a rice krispies and ice cream treat
usedfor	bowl	make treat	make baked rabbit treats
usedfor	bowl	make treat	make candy corn crispy treats
usedfor	bowl	make treat	make chicken and cheddar dog treats
usedfor	bowl	make treat	make dog treats
usedfor	bowl	make treat	make doggy treats
usedfor	bowl	make treat	make healthy dog treats
usedfor	bowl	make treat	make monster toes (halloween treat)
usedfor	bowl	make treat	make nutritional guinea pig treats
usedfor	bowl	make treat	make training treats for dogs
usedfor	bowl	make treatment	make an avocado hair conditioning treatment
usedfor	bowl	make truffle	make simple truffles (three ingredients)
usedfor	bowl	make tuna salad	make tuna salad with soy dressing
usedfor	bowl	make vanilla bean	make iced vanilla coffee (real vanilla bean)
usedfor	bowl	make vegetable	make vegan roasted vegetables
usedfor	bowl	make vinaigrette	make basil vinaigrette
usedfor	bowl	make vinaigrette	make lime vinaigrette
usedfor	bowl	make vodka	make pomegranate infused vodka
usedfor	bowl	make water	make mixed spices water
usedfor	bowl	make wheat gluten	make wheat gluten
usedfor	bowl	make whey	make whey from yogurt
usedfor	bowl	make whiz	make macaroni and cheese using cheez whiz
usedfor	bowl	make yoghurt	make sugared yoghurt
usedfor	bowl	manicure nail	manicure short nails
usedfor	bowl	marinate chicken	marinate chicken
usedfor	bowl	marinate pork tenderloin	marinate pork tenderloin
usedfor	bowl	moisturize nail	whiten and moisturize nails naturally
usedfor	bowl	peel egg	peel an egg
usedfor	bowl	peel egg	peel an egg quickly
usedfor	bowl	place message	place a message inside an egg
usedfor	bowl	prepare croissant	prepare bistro style croissants
usedfor	bowl	prepare henna	prepare henna hair color
usedfor	bowl	prepare plant	prepare wild edible plants
usedfor	bowl	prepare skewer	prepare wooden skewers
usedfor	bowl	prepare soak	prepare sea salt soak
usedfor	bowl	preserve mushroom	preserve fresh mushrooms
usedfor	bowl	protect lawn	protect your lawn from insect damage
usedfor	bowl	put stapler	put a stapler in jello
usedfor	bowl	remove nail	remove gel nails
usedfor	bowl	remove scum	remove soap scum from a dishwasher
usedfor	bowl	remove seed	remove seeds from blackberries
usedfor	bowl	remove stain	remove a coffee stain from carpet
usedfor	bowl	remove stain	remove fruit juice stains from carpet
usedfor	bowl	remove stain	remove hair dye stain from hands
usedfor	bowl	remove stain	remove ink stains from fabric
usedfor	bowl	remove stain	remove jam or jelly stains from carpet
usedfor	bowl	remove stain	remove stains from vitreous china
usedfor	bowl	remove stain	remove yellow cooking odor stain from white kitchen cabinet doors
usedfor	bowl	restore hair	repair hair with olive oil
usedfor	bowl	rid of fly	get rid of flies in the kitchen
usedfor	bowl	rid of stretch mark	get rid of stretch marks with coffee
usedfor	bowl	seed tomato	seed tomatoes
usedfor	bowl	serve caviar	serve caviar
usedfor	bowl	set table	set a table for a bake sale
usedfor	bowl	shape chocolate	mold leaf shaped chocolate
usedfor	bowl	sharpen point	sharpen crayon points
usedfor	bowl	shell clam	shuck clams
usedfor	bowl	shred chicken	shred chicken
usedfor	bowl	sift flour	sift flour
usedfor	bowl	sift flour	sift flour without a sifter
usedfor	bowl	smoke turkey leg	smoke turkey legs
usedfor	bowl	soften spray	make a hair softening spray
usedfor	bowl	sprinkle sprinkle	sprinkle sprinkles
usedfor	bowl	stabilize whipped cream	stabilize whipped cream
usedfor	bowl	stem curry	make mutton and lotus stem curry
usedfor	bowl	stem fritter	make nadru monje %28lotus stem fritters%29
usedfor	bowl	stem fritter	make nadru monje (lotus stem fritters)
usedfor	bowl	stem fritter	make nadru monje( lotus stem fritters)
usedfor	bowl	stir fry	make vegetable and chicken stir fry
usedfor	bowl	stockpile bean sprout	store bean sprouts
usedfor	bowl	straighten knitting needle	straighten plastic knitting needles
usedfor	bowl	stuff strawberry	make cheesecake stuffed strawberries
usedfor	bowl	sugar flower	sugar flowers
usedfor	bowl	suspend object	suspend an object in jello
usedfor	bowl	take care	take care of a stuffed chick
usedfor	bowl	take care	take care of your baby teddy bear
usedfor	bowl	tell baker	tell if a potato is a boiler or a baker
usedfor	bowl	tenderize pork	tenderize pork
usedfor	bowl	touch up scratch	touch up scratches on furniture
usedfor	bowl	use cider vinegar	use apple cider vinegar for psoriasis
usedfor	bowl	use coffee grounds	use old coffee grounds around the house
usedfor	bowl	use flour	make caramel cup cakes
usedfor	bowl	use flour	make caramel cupcakes using self%e2%80%90rising flour
usedfor	bowl	use grater	use a vegetable grater to grate a carrot in indian style
usedfor	bowl	use herb	use herbs to freshen the air
usedfor	bowl	use pesticide	use organic pesticides for gardening
usedfor	bowl	use tea	age paper using tea
usedfor	bowl	wash bunny	wash a bunny when it hates being brushed
usedfor	bowl	wash face	wash your face with rice water
usedfor	bowl	wrap asparagus	grill bacon wrapped asparagus
usedfor	bowl	wrap canape	make bacon wrapped shrimp canapes
usedfor	box	build stable	build a snail stable
usedfor	box	build surface	build a cheap multi touch surface
usedfor	box	care for hamster	care for your webkinz hamster
usedfor	box	care for rock	be the best pet rock owner
usedfor	box	care for rock	care for a pet rock
usedfor	box	care for rock	care for your new pet rock
usedfor	box	care for rock	care for your pet rock
usedfor	box	care for rock	have your pet rock live a happy life
usedfor	box	care for rock	own a happy pet rock
usedfor	box	care for rock	take care of a awsome petrock
usedfor	box	care for rock	take care of your pet rock
usedfor	box	care for rock	take care of your pet rock easily
usedfor	box	care for snake	care for a toy snake
usedfor	box	collect shell	collect shells
usedfor	box	create kit	create a craft kit as a gift
usedfor	box	create salon	create a doll salon
usedfor	box	donate gear	donate extra baby clothes and baby gear
usedfor	box	drop egg	drop an egg without it breaking
usedfor	box	ensure energy level	pack a lunch box to ensure high energy levels
usedfor	box	find solution	think out of the box and find alternative solutions
usedfor	box	kill boredom	kill boredom by making a bored box
usedfor	box	make family	make a pet rock family
usedfor	box	make holder	make a bracelet holder
usedfor	box	make home	make a bed or home for your stuffed animal
usedfor	box	make kid	make a spy box %28kids and pre teens%29
usedfor	box	make track	make a toy racecar track from a box
usedfor	box	make track	make a toy racecar track from a box and small plastic box
usedfor	box	prepare for kitten	prepare for kittens
usedfor	box	take care	take care of pet rock babies (pebbles)
usedfor	box	use onion	use an onion to deodorize a cat litter box
usedfor	braces	eat food	eat food with new or tightened braces
usedfor	bread knife	chop food	chop food like a pro
usedfor	bread knife	grill sandwich	make a spicy grilled cheese sandwich
usedfor	bread knife	make bagel	make bagels with three fillings
usedfor	bread knife	make chessboard	make a sandwich chessboard
usedfor	bread knife	make egg	make dippy eggs
usedfor	bread knife	make pudding	make bread pudding with challah bread
usedfor	bread knife	make sandwich	make a spicy grilled cheese sandwich
usedfor	bread knife	make toast	make garlic toast
usedfor	bread knife	slice up bread	slice bread
usedfor	broccoli	make cube	make szechuan flavour pepper pork cubes
usedfor	broccoli	make face mask	make a veggie face mask
usedfor	broccoli	make meal	make a mix and match meal
usedfor	bulb	carve pumpkin	carve a pumpkin for halloween
usedfor	bullet	take note	take notes using boxes and bullets
usedfor	butterfly	save ice hockey	make a butterfly save in ice hockey
usedfor	camcorder	create finisher	create your own finisher
usedfor	camcorder	create movie	create a low budget movie (for kids)
usedfor	camcorder	create series	create your own mini tv series
usedfor	camcorder	improve home movie	improve your home movies
usedfor	camcorder	make video	make a great video
usedfor	camcorder	start make	start a make your own movie club
usedfor	canopy	use safety pin	use safety pins to make a canopy
usedfor	car	become free	use your car to become debt free, wealthier and happier
usedfor	car	fill with fuel	start a car after filling with the wrong fuel
usedfor	car	freeze weather	start a car in freezing cold winter weather
usedfor	car	give book	gift a book
usedfor	car	hike up with kid	hike with kids on clover creek
usedfor	car	install alarm	install a car alarm
usedfor	car	install door	install lambo doors
usedfor	car	lose ghetto	keep breathing if you%27re lost in the ghetto
usedfor	car	make bed	make a bed in your car
usedfor	car	move to state	get car insurance before you move to another state
usedfor	car	pick up band	pick up a mariachi band in your car (mexico or colombia)
usedfor	car	produce board game	mass produce a new board game
usedfor	car	remove tar	remove bugs%2c tar%2c and sap from your car
usedfor	car	remove tar	remove bugs, tar, and sap from your car
usedfor	car	save gas	build a car to save gas
usedfor	car	sell book	buy and sell books
usedfor	car	tell parent	tell your parents you smashed the car
usedfor	car	travel with friend	convince your parents to let you travel with friends
usedfor	car	travel world	travel the world by car
usedfor	car	treat dog	treat a dog for snakebite in australia
usedfor	car	truck color	paint a car or truck a different color
usedfor	car	visit zoo	visit the saint f%c3%a9licien zoo
usedfor	car	wash water	wash your car using less water
usedfor	carboy	rack wine	rack wine
usedfor	carrot	cook bean sprout	cook bean sprouts
usedfor	carrot	eat salad	eat a salad with cashews
usedfor	carrot	eat salad	eat lettuce
usedfor	carrot	make egg	make thai scotch quail eggs in edible nests
usedfor	carrot	make pie	make fish pie
usedfor	carrot	make sardine	make sardines in jars
